issue,dataset,label_column,label,code_column,codes_found,problem
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","HINDUPUR (""Sri Satya Sai"")",lgd_mandal_code,1004 HINDUPUR in 754 SRI SATHYA SAI ; 5364 HINDUPUR in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",JAGGAYYAPETA (NTR),lgd_mandal_code,1069 JAGGAYYAPETA in 749 NTR ; 4991 JAGGAYYAPETA in 749 NTR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",JAMMALAMADUGU (Kadapa),lgd_mandal_code,1124 JAMMALAMADUGU in 504 YSR KADAPA ; 5215 JAMMALAMADUGU in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","KADIRI (""Sri Satya Sai"")",lgd_mandal_code,1005 KADIRI in 754 SRI SATHYA SAI ; 5343 KADIRI in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",KAMALAPURAM (Kadapa),lgd_mandal_code,1181 KAMALAPURAM in 504 YSR KADAPA ; 5224 KAMALAPURAM in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",KANIGIRI (Markapuram),lgd_mandal_code,1150 KANIGIRI in 790 MARKAPURAM ; 5136 KANIGIRI in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",KAVALI (Nellore),lgd_mandal_code,1030 KAVALI in 515 SRI POTTI SRIRAMULU NELLORE ; 5158 KAVALI in 515 SRI POTTI SRIRAMULU NELLORE,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","KOVVUR (""East Godavari"")",lgd_mandal_code,1076 KOVVUR in 505 EAST GODAVARI ; 4958 KOVVUR in 505 EAST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",KUPPAM (Chittoor),lgd_mandal_code,1180 KUPPAM in 503 CHITTOOR ; 5427 KUPPAM in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",KURNOOL (Kurnool),lgd_mandal_code,1016 KURNOOL in 511 KURNOOL ; 5259 KURNOOL in 511 KURNOOL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",MACHERLA (Palnadu),lgd_mandal_code,1022 MACHERLA in 751 PALNADU ; 5040 MACHERLA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",MACHILIPATNAM (Krishna),lgd_mandal_code,1070 MACHILIPATNAM in 510 KRISHNA ; 5034 MACHILIPATNAM in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","MADAKASIRA (""Sri Satya Sai"")",lgd_mandal_code,1154 MADAKASIRA in 754 SRI SATHYA SAI ; 5350 MADAKASIRA in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",MARKAPUR (Markapuram),lgd_mandal_code,1034 MARKAPUR in 790 MARKAPURAM ; 5115 MARKAPUR in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","MUMMIDIVARAM (""Ambedkar Konaseema"")",lgd_mandal_code,1139 MUMMIDIVARAM in 747 DR.B.R.AMBEDKAR KONASEEMA ; 4932 MUMMIDIVARAM in 747 DR.B.R.AMBEDKAR KONASEEMA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",MYDUKUR (Kadapa),lgd_mandal_code,1164 MYDUKUR in 504 YSR KADAPA ; 5204 MYDUKUR in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NAGARI (Chittoor),lgd_mandal_code,1118 NAGARI in 503 CHITTOOR ; 5406 NAGARI in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NANDIGAMA (NTR),lgd_mandal_code,1145 NANDIGAMA in 749 NTR ; 4993 NANDIGAMA in 749 NTR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NANDIKOTKUR (Nandyala),lgd_mandal_code,1161 NANDIKOTKUR in 755 NANDYAL ; 5260 NANDIKOTKUR in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NANDYAL (Nandyala),lgd_mandal_code,1017 NANDYAL in 755 NANDYAL ; 5284 NANDYAL in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NARSIPATNAM (Anakapalli),lgd_mandal_code,1136 NARSIPATNAM in 744 ANAKAPALLI ; 4854 NARSIPATNAM in 744 ANAKAPALLI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",NELLIMARLA (Vizianagaram),lgd_mandal_code,1135 NELLIMARLA in 521 VIZIANAGARAM ; 4837 NELLIMARLA in 521 VIZIANAGARAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","NIDADAVOLE (""East Godavari"")",lgd_mandal_code,1078 NIDADAVOLE in 505 EAST GODAVARI ; 4960 NIDADAVOLE in 505 EAST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",ONGOLE (Prakasam),lgd_mandal_code,1035 ONGOLE in 517 PRAKASAM ; 5139 ONGOLE in 517 PRAKASAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PALAMANER (Chittoor),lgd_mandal_code,1117 PALAMANER in 503 CHITTOOR ; 5422 PALAMANER in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","PARVATHIPURAM (""Parvathipuram Manyam"")",lgd_mandal_code,1091 PARVATHIPURAM in 743 PARVATHIPURAM MANYAM ; 4812 PARVATHIPURAM in 743 PARVATHIPURAM MANYAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PEDANA (Krishna),lgd_mandal_code,1072 PEDANA in 510 KRISHNA ; 5030 PEDANA in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PEDDAPURAM (Kakinada),lgd_mandal_code,1062 PEDDAPURAM in 746 KAKINADA ; 4903 PEDDAPURAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","PENUKONDA (""Sri Satya Sai"")",lgd_mandal_code,1179 PENUKONDA in 754 SRI SATHYA SAI ; 5356 PENUKONDA in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PIDUGURALLA (Palnadu),lgd_mandal_code,1132 PIDUGURALLA in 751 PALNADU ; 5047 PIDUGURALLA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PITHAPURAM (Kakinada),lgd_mandal_code,1063 PITHAPURAM in 746 KAKINADA ; 4911 PITHAPURAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PODILI (Markapuram),lgd_mandal_code,1191 PODILI in 790 MARKAPURAM ; 5120 PODILI in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PONNUR (Guntur),lgd_mandal_code,1025 PONNUR in 506 GUNTUR ; 5084 PONNUR in 506 GUNTUR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PRODDATUR (Kadapa),lgd_mandal_code,1014 PRODDATUR in 504 YSR KADAPA ; 5214 PRODDATUR in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PULIVENDULA (Kadapa),lgd_mandal_code,1122 PULIVENDULA in 504 YSR KADAPA ; 5219 PULIVENDULA in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PUNGUNUR (Annamayya),lgd_mandal_code,1010 PUNGANUR in 753 ANNAMAYYA ; 5415 PUNGANUR in 753 ANNAMAYYA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","PUTTAPARTHY (""Sri Satya Sai"")",lgd_mandal_code,1155 PUTTAPARTHY in 754 SRI SATHYA SAI ; 5357 PUTTAPARTHY in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",PUTTUR (Tirupati),lgd_mandal_code,1119 PUTTUR in 752 TIRUPATI ; 5407 PUTTUR in 752 TIRUPATI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",RAJAM (Vizianagaram),lgd_mandal_code,1133 RAJAM in 521 VIZIANAGARAM ; 4796 RAJAM in 521 VIZIANAGARAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",RAJAMPET (Annamayya),lgd_mandal_code,1120 RAJAMPET in 504 YSR KADAPA ; 5246 RAJAMPET in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",RAYACHOTI (Annamayya),lgd_mandal_code,1121 RAYACHOTY in 753 ANNAMAYYA ; 5239 RAYACHOTY in 753 ANNAMAYYA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",RAYADURG (Ananthapur),lgd_mandal_code,1006 RAYADURG in 502 ANANTHAPURAMU ; 5305 RAYADURG in 502 ANANTHAPURAMU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",REPALLE (Bapatla),lgd_mandal_code,1026 REPALLE in 750 BAPATLA ; 5096 REPALLE in 750 BAPATLA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",SAMALKOTA (Kakinada),lgd_mandal_code,1066 SAMALKOT in 746 KAKINADA ; 4910 SAMALKOT in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",SRIKAKULAM (Srikakulam),lgd_mandal_code,1085 SRIKAKULAM in 519 SRIKAKULAM ; 4802 SRIKAKULAM in 519 SRIKAKULAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","TADEPALLIGUDEM (""West Godavari District"")",lgd_mandal_code,1080 TADEPALLIGUDEM in 523 WEST GODAVARI ; 4961 TADEPALLIGUDEM in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm","TANUKU (""West Godavari District"")",lgd_mandal_code,1081 TANUKU in 523 WEST GODAVARI ; 4972 TANUKU in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",TENALI (Guntur),lgd_mandal_code,1028 TENALI in 506 GUNTUR ; 5078 TENALI in 506 GUNTUR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",TIRUVURU (NTR),lgd_mandal_code,1146 TIRUVURU in 749 NTR ; 4997 TIRUVURU in 749 NTR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",TUNI (Kakinada),lgd_mandal_code,1067 TUNI in 746 KAKINADA ; 4890 TUNI in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",VENKATAGIRI (Tirupati),lgd_mandal_code,1127 VENKATAGIRI in 752 TIRUPATI ; 5187 VENKATAGIRI in 752 TIRUPATI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",VINUKONDA (Palnadu),lgd_mandal_code,1131 VINUKONDA in 751 PALNADU ; 5062 VINUKONDA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",VUYYURU (Krishna),lgd_mandal_code,1144 VUYYURU in 510 KRISHNA ; 5027 VUYYURU in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",YELESWARAM (Kakinada),lgd_mandal_code,1140 YELESWARAM in 746 KAKINADA ; 4893 YELESWARAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",YEMMIGANUR (Kurnool),lgd_mandal_code,1018 YEMMIGANUR in 511 KURNOOL ; 5254 YEMMIGANUR in 511 KURNOOL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,sasa_50_percent_rejuvenation_api,"dstrt_nm, ulb_nm",YERRAGUNTLA (Kadapa),lgd_mandal_code,1165 YERRAGUNTLA in 504 YSR KADAPA ; 5223 YERRAGUNTLA in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","""B KOTHAKOTA"" (Annamayya)",lgd_mandal_code,1189 B KOTHAKOTA in 753 ANNAMAYYA ; 5391 B KOTHAKOTA in 753 ANNAMAYYA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",ADDANKI (Prakasam),lgd_mandal_code,1147 ADDANKI in 517 PRAKASAM ; 5112 ADDANKI in 517 PRAKASAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",ADONI (Kurnool),lgd_mandal_code,1015 ADONI in 511 KURNOOL ; 5271 ADONI in 511 KURNOOL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","AKIVEEDU (""West Godavari"")",lgd_mandal_code,1188 AKIVEEDU in 523 WEST GODAVARI ; 4975 AKIVEEDU in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",ALLAGADDA (Nandyal),lgd_mandal_code,1162 ALLAGADDA in 755 NANDYAL ; 5298 ALLAGADDA in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","AMALAPURAM (""Dr. B.R. Ambedkar Konaseema"")",lgd_mandal_code,1059 AMALAPURAM in 747 DR.B.R.AMBEDKAR KONASEEMA ; 4941 AMALAPURAM in 747 DR.B.R.AMBEDKAR KONASEEMA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",BAPATLA (Bapatla),lgd_mandal_code,1019 BAPATLA in 750 BAPATLA ; 5093 BAPATLA in 750 BAPATLA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",BETHAMCHERLA (Nandyal),lgd_mandal_code,1182 BETHAMCHERLA in 755 NANDYAL ; 5279 BETHAMCHERLA in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","BHIMAVARAM (""West Godavari"")",lgd_mandal_code,1074 BHIMAVARAM in 523 WEST GODAVARI ; 4984 BHIMAVARAM in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",BOBBILI (Vizianagaram),lgd_mandal_code,1090 BOBBILI in 521 VIZIANAGARAM ; 4816 BOBBILI in 521 VIZIANAGARAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","BUCHIREDDYPALEM (""SPSR Nellore"")",lgd_mandal_code,1185 BUCHIREDDYPALEM in 515 SRI POTTI SRIRAMULU NELLORE ; 5170 BUCHIREDDYPALEM in 515 SRI POTTI SRIRAMULU NELLORE,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",CHILAKALURIPET (Palnadu),lgd_mandal_code,1020 CHILAKALURIPET in 751 PALNADU ; 5070 CHILAKALURIPET in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",CHINTALAPUDI (Eluru),lgd_mandal_code,1193 CHINTALAPUDI in 748 ELURU ; 4944 CHINTALAPUDI in 748 ELURU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",CHIRALA (Bapatla),lgd_mandal_code,1032 CHIRALA in 750 BAPATLA ; 5123 CHIRALA in 750 BAPATLA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",CHITTOOR (Chittoor),lgd_mandal_code,1008 CHITTOOR in 503 CHITTOOR ; 5421 CHITTOOR in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",DACHEPALLI (Palnadu),lgd_mandal_code,1183 DACHEPALLI in 751 PALNADU ; 5045 DACHEPALLI in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",DARSI (Prakasam),lgd_mandal_code,1186 DARSI in 517 PRAKASAM ; 5114 DARSI in 517 PRAKASAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","DHARMAVARAM (""Sri Satya Sai"")",lgd_mandal_code,1002 DHARMAVARAM in 754 SRI SATHYA SAI ; 5336 DHARMAVARAM in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",DHONE (Nandyal),lgd_mandal_code,1125 DHONE in 755 NANDYAL ; 5289 DHONE in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",ELURU (Eluru),lgd_mandal_code,1075 ELURU in 748 ELURU ; 4966 ELURU in 748 ELURU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",GOLLAPROLU (Kakinada),lgd_mandal_code,1138 GOLLAPROLU in 746 KAKINADA ; 4902 GOLLAPROLU in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",GOOTY (Anantapur),lgd_mandal_code,1156 GOOTY in 502 ANANTHAPURAMU ; 5310 GOOTY in 502 ANANTHAPURAMU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",GUDIVADA (Krishna),lgd_mandal_code,1068 GUDIVADA in 510 KRISHNA ; 5021 GUDIVADA in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","HINDUPUR (""Sri Satya Sai"")",lgd_mandal_code,1004 HINDUPUR in 754 SRI SATHYA SAI ; 5364 HINDUPUR in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","JAMMALAMADUGU (""YSR Kadapa"")",lgd_mandal_code,1124 JAMMALAMADUGU in 504 YSR KADAPA ; 5215 JAMMALAMADUGU in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","KADIRI (""Sri Satya Sai"")",lgd_mandal_code,1005 KADIRI in 754 SRI SATHYA SAI ; 5343 KADIRI in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","KAMALAPURAM (""YSR Kadapa"")",lgd_mandal_code,1181 KAMALAPURAM in 504 YSR KADAPA ; 5224 KAMALAPURAM in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",KANDUKUR (Prakasam),lgd_mandal_code,1033 KANDUKUR in 517 PRAKASAM ; 5148 KANDUKUR in 517 PRAKASAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",KANIGIRI (Markapuram),lgd_mandal_code,1150 KANIGIRI in 790 MARKAPURAM ; 5136 KANIGIRI in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","KAVALI (""SPSR Nellore"")",lgd_mandal_code,1030 KAVALI in 515 SRI POTTI SRIRAMULU NELLORE ; 5158 KAVALI in 515 SRI POTTI SRIRAMULU NELLORE,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","KOVVUR (""East Godavari"")",lgd_mandal_code,1076 KOVVUR in 505 EAST GODAVARI ; 4958 KOVVUR in 505 EAST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",KUPPAM (Chittoor),lgd_mandal_code,1180 KUPPAM in 503 CHITTOOR ; 5427 KUPPAM in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",KURNOOL (Kurnool),lgd_mandal_code,1016 KURNOOL in 511 KURNOOL ; 5259 KURNOOL in 511 KURNOOL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",MACHERLA (Palnadu),lgd_mandal_code,1022 MACHERLA in 751 PALNADU ; 5040 MACHERLA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",MACHILIPATNAM (Krishna),lgd_mandal_code,1070 MACHILIPATNAM in 510 KRISHNA ; 5034 MACHILIPATNAM in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","MADAKASIRA (""Sri Satya Sai"")",lgd_mandal_code,1154 MADAKASIRA in 754 SRI SATHYA SAI ; 5350 MADAKASIRA in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",MARKAPUR (Markapuram),lgd_mandal_code,1034 MARKAPUR in 790 MARKAPURAM ; 5115 MARKAPUR in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","MUMMIDIVARAM (""Dr. B.R. Ambedkar Konaseema"")",lgd_mandal_code,1139 MUMMIDIVARAM in 747 DR.B.R.AMBEDKAR KONASEEMA ; 4932 MUMMIDIVARAM in 747 DR.B.R.AMBEDKAR KONASEEMA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","MYDUKUR (""YSR Kadapa"")",lgd_mandal_code,1164 MYDUKUR in 504 YSR KADAPA ; 5204 MYDUKUR in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NAGARI (Chittoor),lgd_mandal_code,1118 NAGARI in 503 CHITTOOR ; 5406 NAGARI in 503 CHITTOOR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
